Claim Date,Customer ID,Customer Zip Code,DB Update Date,Insurance Expiry Date,Insurance Status,Model Line,Original Source,Product Production Date,Status,Sub Model Line,Sub Status,Vendor ID,Holding Fee,Insurance Amount,Storage Fee,Total Acquisition Cost
4/10/2008,J12979450,2212,16/11/2008,,Unknown Status,Core,Corporate System,8/01/1993,COMPLETE,Dual Phase,Complete,204852,0,716,704,24480
12/04/2005,J12549812,2212,13/06/2010,25/09/2010,Recently Expired,Core,Corporate System,27/07/1993,COMPLETE,Dual Phase,Complete,35236,0,1088,8,19600
24/05/2006,J12620729,2212,21/03/2010,3/10/2010,Recently Expired,Yard,Corporate System,4/09/1997,COMPLETE,Dual Phase,Complete,204852,0,368,176,95800
21/05/2008,J12903473,2212,22/02/2008,,Unknown Status,Yard,Public Company,7/08/2002,COMPLETE,Dual Phase,Complete,19376,0,736,1020,60360
30/03/2007,J12660441,2212,30/11/2009,2/07/2010,Recently Expired,Yard,Corporate System,4/11/1997,COMPLETE,Dual Phase,Complete,204852,0,900,356,15592
17/09/2006,J12628306,2212,24/10/2010,27/06/2011,Recently Expired,Yard,Public Company,13/09/1997,COMPLETE,Dual Phase,Complete,148080,0,1064,156,18760
,J12596333,2212,7/12/2009,20/11/2009,Expired Over 2 Years Ago,Core,Corporate System,6/06/1993,INCOMPLETE,Single Phase,Incomplete,,0,20,60,12252
28/09/2007,J12692272,2212,21/06/2007,,Unknown Status,Bat,State,2/07/1993,COMPLETE,3 Phase,Complete,147608,0,64,68,75200
10/08/2007,J12685434,2212,31/08/2007,,Unknown Status,Bat,Public Company,4/05/1993,COMPLETE,3 Phase,Complete,204852,0,188,176,83640
17/07/2007,J12678056,2212,11/12/2009,,Unknown Status,Bat,Corporate System,29/12/1992,COMPLETE,3 Phase,Complete,149088,0,640,24,97160
22/12/2008,J12989852,2212,18/10/2008,29/06/2009,Expired Over 2 Years Ago,Bat,Corporate System,7/06/1993,COMPLETE,3 Phase,Complete,16816,0,352,180,10784
,J12675935,2212,18/08/2007,,Unknown Status,Bat,Public Company,25/03/1993,INCOMPLETE,3 Phase,Incomplete,,0,220,260,14120
,J12807810,2212,25/10/2007,,Unknown Status,Yard,State,4/05/1999,INCOMPLETE,3 Phase,Incomplete,,0,24,376,17084
2/01/2009,J13005044,2212,21/01/2010,17/08/2009,Expired Over 2 Years Ago,Yard,Technical Doc,10/05/1999,COMPLETE,3 Phase,Complete,32440,0,420,1212,26208
7/09/2006,J12643669,2212,4/08/2006,,Unknown Status,Yard,Public Company,1/10/1995,COMPLETE,3 Phase,Complete,204852,0,384,1424,23796
28/08/2008,J12957559,2212,2/10/2008,,Unknown Status,Core,Corporate System,25/07/1993,COMPLETE,Compact,Complete,204852,0,616,528,13892
24/03/2006,J12579672,2212,20/03/2010,20/08/2010,Recently Expired,Core,Corporate System,24/06/1993,COMPLETE,Compact,Complete,204852,0,452,48,42000
18/09/2008,J12969002,2212,6/08/2008,,Unknown Status,Core,Public Company,11/11/1992,COMPLETE,Compact,Complete,147708,0,284,476,73200
1/06/2005,J12550292,2212,3/02/2012,4/09/2010,Recently Expired,Core,Corporate System,9/07/1993,COMPLETE,Compact,Complete,204852,0,204,100,43480
10/04/2009,J13009479,2212,5/02/2009,7/09/2009,Expired Over 2 Years Ago,Core,Corporate System,30/06/1996,COMPLETE,Compact,Complete,204852,0,1400,8,10396
16/12/2007,J12820714,2212,3/12/2009,1/11/2010,Recently Expired,Core,Corporate System,17/11/1996,COMPLETE,Compact,Complete,147608,0,748,52,12176
20/05/2005,J12548876,2212,10/12/2009,9/07/2010,Recently Expired,Core,Corporate System,20/05/1993,COMPLETE,Compact,Complete,204852,0,840,128,74400
25/02/2009,J13008053,2212,13/12/2008,16/04/2009,Expired Over 2 Years Ago,Core,Corporate System,21/11/1992,COMPLETE,Compact,Complete,147608,0,1388,60,11056
16/03/2005,J12553562,2212,18/11/2009,3/12/2009,Expired Over 2 Years Ago,Core,Corporate System,26/09/1993,COMPLETE,Compact,Complete,147608,0,16,96,12952
,J12595072,2212,20/03/2010,10/07/2010,Recently Expired,Core,Corporate System,7/02/1997,INCOMPLETE,Compact,Incomplete,,0,44,72,14524
,J13035719,2212,10/04/2010,1/07/2010,Recently Expired,Core,Corporate System,4/05/1993,INCOMPLETE,Compact,Incomplete,,24,436,600,52160
5/02/2006,J12557605,2212,17/10/2009,1/02/2010,Recently Expired,Core,State-Public,10/05/1992,COMPLETE,Compact,Complete,19376,0,248,8,10412
5/07/2005,J12556417,2212,6/08/2009,14/11/2009,Expired Over 2 Years Ago,Core,State-Public,7/12/1992,COMPLETE,Compact,Complete,149700,0,684,80,62320
17/02/2006,J12556644,2212,25/04/2010,18/04/2010,Recently Expired,Core,Technical Doc,14/01/1992,COMPLETE,Compact,Complete,145848,0,1000,20,10436
17/05/2005,J12553170,2212,5/11/2009,25/01/2010,Expired Over 2 Years Ago,Core,Corporate System,10/06/1992,COMPLETE,Compact,Complete,204852,0,904,4,12368
15/03/2006,J12566259,2212,1/09/2011,6/07/2010,Recently Expired,Core,Corporate System,24/05/1995,COMPLETE,Compact,Complete,204852,0,1208,20,15496
4/08/2008,J12972506,2212,20/07/2008,,Unknown Status,Yard,Public Company,15/02/1998,COMPLETE,5 Phase,Complete,204852,0,864,256,24076
,J12935910,2212,26/07/2008,,Unknown Status,Yard,Corporate System,9/03/2000,INCOMPLETE,5 Phase,Incomplete,,0,64,452,23780
24/08/2006,J12627400,2212,15/09/2010,,Unknown Status,Yard,Corporate System,17/11/1996,COMPLETE,5 Phase,Complete,204852,0,1096,1460,52960
26/06/2006,J12615479,2212,28/04/2006,,Unknown Status,Yard,Public Company,6/10/1996,COMPLETE,5 Phase,Complete,27004,0,1208,724,12208
18/06/2006,J12607396,2212,6/06/2005,,Unknown Status,Yard,State,16/12/1996,COMPLETE,5 Phase,Complete,147608,0,324,428,20416
14/11/2008,J13007042,2212,25/06/2010,16/07/2010,Recently Expired,Yard,Corporate System,17/05/1997,COMPLETE,5 Phase,Complete,204852,0,860,892,25028
17/06/2008,J12913445,2212,2/05/2008,,Unknown Status,Adventure,Public Company,27/05/1994,COMPLETE,Large,Complete,204852,0,56,996,48840
17/08/2009,J13028741,2212,25/07/2009,8/08/2009,Expired Over 2 Years Ago,Adventure,State-Public,13/06/1993,COMPLETE,Large,Complete,151676,540,148,276,24040
26/01/2010,J13032924,2212,17/01/2010,9/09/2010,Recently Expired,SL-300,State-Public,20/12/1995,COMPLETE,Dual Phase,Complete,200844,0,3492,6900,86036
1/05/2008,J12903572,2212,8/06/2008,,Unknown Status,SL-300,State,6/01/1998,COMPLETE,Dual Phase,Complete,200844,0,324,92,61892
,J13020025,2212,20/04/2009,6/11/2007,Expired Over 2 Years Ago,SL-300,Public Company,10/09/1997,INCOMPLETE,Dual Phase,Incomplete,,0,1488,896,59656
24/08/2008,J13000261,2212,2/07/2008,,Unknown Status,SL-300,State,3/12/1995,COMPLETE,Dual Phase,Complete,200648,0,2620,704,26196
17/07/2007,J12667843,2212,23/09/2010,23/11/2010,Recently Expired,SL-300,State,13/11/1996,COMPLETE,Dual Phase,Complete,147112,0,4564,244,46416
10/10/2007,J12811809,2212,28/10/2007,,Unknown Status,SL-300,Public Company,20/08/1997,COMPLETE,Dual Phase,Complete,200844,0,2888,140,11020
,J12842359,2212,15/04/2009,3/01/2010,Expired Over 2 Years Ago,Rook,Technical Doc,15/07/2001,INCOMPLETE,5 Phase,Incomplete,,0,128,488,99080
7/11/2007,J12702008,2212,1/09/2007,,Unknown Status,Core,Public Company,16/03/1997,COMPLETE,Dual Phase,Complete,204852,0,196,692,93440
31/10/2007,J12760573,2212,10/10/2007,,Unknown Status,Core,Public Company,13/07/1999,COMPLETE,Dual Phase,Complete,204852,0,928,52,16404
23/05/2008,J12894087,2212,18/03/2012,,Unknown Status,Core,Corporate System,4/12/1999,COMPLETE,Dual Phase,Complete,348000,0,0,0,0
17/10/2007,J12680432,2212,26/08/2007,,Unknown Status,Core,Public Company,30/04/1999,COMPLETE,Dual Phase,Complete,204852,0,552,404,10216
,J12821185,2212,8/09/2009,12/08/2009,Expired Over 2 Years Ago,Core,Corporate System,28/06/1999,INCOMPLETE,Dual Phase,Incomplete,,0,1120,492,13660
18/03/2008,J12848148,2212,18/03/2008,,Unknown Status,Core,Public Company,30/11/1997,COMPLETE,Dual Phase,Complete,204852,0,1448,120,18624
21/02/2008,J12805294,2212,11/05/2009,24/10/2009,Expired Over 2 Years Ago,Core,Corporate System,14/08/1997,COMPLETE,Dual Phase,Complete,147608,0,112,56,20664
12/09/2007,J12770672,2212,6/09/2007,,Unknown Status,Core,Public Company,22/04/1998,COMPLETE,Dual Phase,Complete,204852,0,1268,444,16544
19/09/2007,J12735070,2212,18/05/2008,,Unknown Status,Core,Public Company,29/11/1997,COMPLETE,Dual Phase,Complete,147708,0,248,672,50000
,J12715369,2212,2/12/2007,,Unknown Status,Core,Public Company,4/01/2000,INCOMPLETE,Dual Phase,Incomplete,,0,968,436,74680
28/09/2008,J13003247,2212,26/08/2009,,Unknown Status,Core,Corporate System,22/09/1998,COMPLETE,Dual Phase,Complete,149992,0,692,580,79200
30/07/2008,J12956339,2212,24/08/2008,,Unknown Status,Core,State,24/09/2001,COMPLETE,Dual Phase,Complete,35236,0,416,48,11568
7/07/2008,J12952616,2212,24/09/2008,,Unknown Status,Core,Corporate System,15/09/2003,COMPLETE,Dual Phase,Complete,204852,0,500,20,88360
,J13013932,,13/01/2010,24/12/2009,Expired Over 2 Years Ago,Adventure,Technical Doc,26/06/1992,INCOMPLETE,Large,Incomplete,,1492,360,128,11204
,J12862841,,21/08/2011,,Unknown Status,Core,Corporate System,6/07/2000,INCOMPLETE,Dual Phase,Incomplete,,0,1184,120,13816
24/11/2010,J13038728,2196,25/11/2010,5/07/2011,Recently Expired,Core,Corporate System,18/02/1994,COMPLETE,Compact,Complete,147608,0,1092,152,63960
,J12944670,2196,27/06/2008,,Unknown Status,Core,State,25/05/1993,INCOMPLETE,Compact,Incomplete,,0,796,384,40680
,J12554195,2196,25/04/2010,20/07/2010,Recently Expired,Core,Corporate System,14/07/1993,INCOMPLETE,Dual Phase,Incomplete,,0,632,140,43200
22/11/2007,J12759097,2196,16/05/2010,21/11/2010,Recently Expired,Core,Corporate System,26/09/1994,COMPLETE,Dual Phase,Complete,147608,0,684,108,13788
8/09/2008,J12946972,2196,26/07/2008,,Unknown Status,Core,State,27/07/1993,COMPLETE,Dual Phase,Complete,147608,52,1028,480,36320
29/04/2005,J12552955,2196,6/11/2009,3/04/2010,Recently Expired,Core,Corporate System,22/11/1992,COMPLETE,Dual Phase,Complete,37548,0,1588,60,11820
23/05/2005,J12548941,2196,13/01/2010,20/07/2010,Recently Expired,Core,Technical Doc,25/04/1993,COMPLETE,Dual Phase,Complete,147608,0,1272,140,19480
6/08/2006,J12628537,2196,12/09/2010,9/06/2011,Recently Expired,Core,Corporate System,5/02/1994,COMPLETE,Dual Phase,Complete,147828,0,1224,40,27800
4/11/2009,J13032707,2196,22/07/2010,3/08/2010,Recently Expired,Yard,Corporate System,30/10/1997,COMPLETE,Dual Phase,Complete,147608,0,40,20,26132
,J12584275,2196,8/12/2009,31/08/2010,Recently Expired,Yard,Corporate System,19/07/1996,INCOMPLETE,Dual Phase,Incomplete,,0,1024,376,58920
7/05/2006,J12603341,2196,8/12/2009,27/06/2010,Recently Expired,Yard,Corporate System,19/03/1998,COMPLETE,Dual Phase,Complete,147608,0,488,136,65760
,J12704321,2196,16/06/2010,27/10/2010,Recently Expired,Core,Corporate System,8/08/1993,INCOMPLETE,Single Phase,Incomplete,,0,56,108,10896
,J12582181,2196,4/11/2009,12/02/2010,Expired Over 2 Years Ago,Core,Corporate System,9/06/1995,INCOMPLETE,Single Phase,Incomplete,,0,1104,32,15680
26/04/2008,J12913434,2196,2/06/2008,,Unknown Status,Core,Public Company,1/03/1993,COMPLETE,Single Phase,Complete,147608,0,228,636,91280
,J12551514,2196,8/11/2009,14/04/2010,Recently Expired,Core,Corporate System,29/01/1993,INCOMPLETE,Single Phase,Incomplete,,0,496,24,69720
25/05/2008,J12922094,2196,9/04/2008,,Unknown Status,Yard,State,15/08/1997,COMPLETE,3 Phase,Complete,147608,0,196,176,90840
19/02/2008,J12866507,2196,8/01/2008,,Unknown Status,Bat,State,28/05/1993,COMPLETE,3 Phase,Complete,147608,0,72,272,34480
20/07/2008,J12980459,2196,28/10/2008,,Unknown Status,Bat,Corporate System,20/05/1993,COMPLETE,3 Phase,Complete,147608,0,556,376,68560
16/09/2008,J12982522,2196,29/11/2008,20/09/2009,Expired Over 2 Years Ago,Bat,Corporate System,19/03/1993,COMPLETE,3 Phase,Complete,147608,176,44,396,25828
21/09/2007,J12714256,2196,18/07/2007,,Unknown Status,Bat,State,29/08/1993,COMPLETE,3 Phase,Complete,147608,0,168,392,65040
27/05/2008,J12939921,2196,24/04/2008,,Unknown Status,Bat,State,22/04/1993,COMPLETE,3 Phase,Complete,147608,924,132,24,19924
10/11/2008,J12996879,2196,7/11/2008,,Unknown Status,Yard,Corporate System,29/07/1999,COMPLETE,3 Phase,Complete,147608,0,1252,1348,26516
11/07/2008,J12966122,2196,9/07/2008,,Unknown Status,Yard,State,10/10/1995,COMPLETE,3 Phase,Complete,147608,0,808,1004,10212
14/01/2006,J12559284,2196,24/08/2005,,Unknown Status,Yard,State,5/07/1997,COMPLETE,3 Phase,Complete,147608,0,304,0,52240
6/02/2007,J12648986,2196,15/11/2009,25/09/2010,Recently Expired,Core,State-Public,8/01/1997,COMPLETE,Compact,Complete,147608,0,116,76,68400
3/09/2005,J12554612,2196,1/12/2009,19/09/2010,Recently Expired,Core,Corporate System,22/06/1992,COMPLETE,Compact,Complete,27004,0,1300,76,58400
,J12615769,2196,3/11/2009,2/09/2009,Expired Over 2 Years Ago,Core,Corporate System,5/07/1996,INCOMPLETE,Compact,Incomplete,,0,704,4,90840
,J12969168,2196,15/07/2008,,Unknown Status,Core,Corporate System,18/05/1993,INCOMPLETE,Compact,Incomplete,,396,100,576,32720
25/09/2007,J12678257,2196,1/01/2010,28/11/2010,Recently Expired,Core,Corporate System,25/06/1996,COMPLETE,Compact,Complete,147608,0,680,120,75040
25/02/2006,J12560133,2196,24/12/2009,7/04/2010,Expired Over 2 Years Ago,Core,Corporate System,7/05/1996,COMPLETE,Compact,Complete,147608,0,544,12,2000
,J12555378,2196,25/05/2010,23/11/2010,Recently Expired,Core,Corporate System,25/08/1993,INCOMPLETE,Compact,Incomplete,,0,304,128,89400
19/08/2008,J12962105,2196,10/06/2008,,Unknown Status,Core,State,11/10/1992,COMPLETE,Compact,Complete,147608,0,1036,108,11876
10/08/2008,J12969440,2196,16/08/2008,,Unknown Status,Core,State,17/05/1992,COMPLETE,Compact,Complete,147608,140,308,704,42920
,J12554727,2196,28/02/2010,11/01/2011,Recently Expired,Core,Corporate System,13/11/1992,INCOMPLETE,Compact,Incomplete,,0,768,36,44760
26/07/2006,J12626542,2196,17/12/2009,5/06/2010,Recently Expired,Core,Corporate System,13/02/1994,COMPLETE,Compact,Complete,147608,0,368,84,82000
24/04/2005,J12549924,2196,29/11/2009,6/10/2009,Expired Over 2 Years Ago,Core,Corporate System,2/03/1992,COMPLETE,Compact,Complete,147608,0,256,4,11240
10/11/2005,J12554181,2196,26/04/2010,5/08/2010,Recently Expired,Core,Corporate System,21/03/1992,COMPLETE,Compact,Complete,148112,0,28,32,96160
,J13019622,2196,28/04/2011,4/11/2011,Recently Expired,Yard,State,21/02/1998,INCOMPLETE,5 Phase,Incomplete,,0,112,416,22880
,J12871316,2196,12/05/2008,,Unknown Status,Yard,State,2/06/1999,INCOMPLETE,5 Phase,Incomplete,,0,604,324,23348
24/06/2006,J12603661,2196,6/08/2005,,Unknown Status,Yard,State,18/03/1997,COMPLETE,5 Phase,Complete,147608,0,88,416,58800
25/07/2006,J12643422,2196,3/06/2005,,Unknown Status,Yard,State,13/06/1996,COMPLETE,5 Phase,Complete,147608,0,152,1120,67560
1/07/2008,J12946113,2196,3/08/2008,,Unknown Status,Yard,State,6/04/2000,COMPLETE,5 Phase,Complete,35236,0,1028,884,18428
8/10/2007,J12693058,2196,29/06/2007,,Unknown Status,Bat,State,10/08/1993,COMPLETE,5 Phase,Complete,147608,0,600,12,10836
2/09/2007,J12704082,2196,9/08/2007,,Unknown Status,Bat,Corporate System,14/01/1993,COMPLETE,5 Phase,Complete,27004,0,464,236,21800
26/04/2008,J12896452,2196,20/05/2008,,Unknown Status,Yard,State,17/11/1995,COMPLETE,5 Phase,Complete,147608,0,780,1152,25860
19/06/2009,J13023604,2196,2/04/2011,20/03/2012,Active,Yard,State,26/06/1998,COMPLETE,5 Phase,Complete,148112,0,412,36,10872
,J12821510,2196,24/11/2008,,Unknown Status,Yard,Corporate System,17/07/2001,INCOMPLETE,5 Phase,Incomplete,,0,268,812,23252
17/08/2008,J12960049,2196,16/06/2008,,Unknown Status,Yard,State,17/06/2000,COMPLETE,5 Phase,Complete,149700,0,524,688,20768
,J13000832,2196,27/02/2011,10/06/2011,Recently Expired,Yard,Corporate System,1/02/1996,INCOMPLETE,5 Phase,Incomplete,,0,1072,432,14432
17/10/2007,J12700386,2196,11/07/2007,,Unknown Status,Yard,State,1/11/1998,COMPLETE,5 Phase,Complete,147608,0,720,120,90760
,J12661179,2196,22/10/2006,,Unknown Status,Adventure,State,14/01/1998,INCOMPLETE,Large,Incomplete,,0,180,648,44280
11/02/2008,J12795271,2196,7/03/2009,12/08/2009,Expired Over 2 Years Ago,Core,State,27/06/1997,COMPLETE,Dual Phase,Complete,147608,0,748,496,69800
20/02/2008,J12848578,2196,21/11/2008,,Unknown Status,Core,Corporate System,9/03/1998,COMPLETE,Dual Phase,Complete,147608,0,1468,616,11644
16/02/2008,J12869136,2196,25/06/2008,,Unknown Status,Core,State,22/09/1997,COMPLETE,Dual Phase,Complete,149700,0,1620,496,21696
6/06/2008,J12902756,2196,2/05/2008,,Unknown Status,Core,State,30/10/1999,COMPLETE,Dual Phase,Complete,147608,0,1296,576,14720
13/03/2008,J12843918,2196,7/12/2008,,Unknown Status,Core,Public Company,15/01/2002,COMPLETE,Dual Phase,Complete,35236,0,1328,472,72440
,J12754709,2196,2/09/2007,,Unknown Status,Core,State,18/03/1998,INCOMPLETE,Dual Phase,Incomplete,,0,252,56,18488
,J12847579,2196,27/11/2008,,Unknown Status,Core,Corporate System,24/11/2002,INCOMPLETE,Dual Phase,Incomplete,,0,1364,344,17444
,J12951562,2196,27/06/2008,,Unknown Status,Core,State,25/01/2001,INCOMPLETE,Dual Phase,Incomplete,,0,948,664,10272
,J12889604,2196,4/11/2008,,Unknown Status,Core,Corporate System,25/08/1999,INCOMPLETE,Compact,Incomplete,,0,1392,120,15928
7/09/2007,J12769976,2196,30/08/2007,,Unknown Status,Core,Public Company,10/07/1999,COMPLETE,Compact,Complete,204852,0,864,416,20084
,J12901261,2196,21/04/2008,,Unknown Status,Core,State,19/05/1999,INCOMPLETE,Compact,Incomplete,,0,1344,156,24668
5/10/2007,J12723087,2196,18/08/2007,,Unknown Status,Core,State,6/05/1997,COMPLETE,Compact,Complete,147608,0,980,620,65360
,J12924626,2196,6/06/2008,,Unknown Status,Core,State,6/04/1999,INCOMPLETE,Compact,Incomplete,,0,288,148,75360
12/03/2009,J13021831,2196,11/05/2009,30/08/2009,Expired Over 2 Years Ago,Core,Corporate System,4/06/1997,COMPLETE,Compact,Complete,147608,0,652,244,18932
,J12993551,2196,6/11/2008,,Unknown Status,Core,Corporate System,29/04/1999,INCOMPLETE,Compact,Incomplete,,0,1412,284,16252
,J12862540,2196,31/01/2008,,Unknown Status,Core,State,3/06/1997,INCOMPLETE,Compact,Incomplete,,0,1192,68,12000
,J12855927,2196,25/12/2008,,Unknown Status,Core,Corporate System,28/01/2001,INCOMPLETE,Compact,Incomplete,,0,1584,320,14608
26/01/2008,J12867620,2196,10/03/2011,26/04/2011,Recently Expired,Core,State-Public,3/03/2001,COMPLETE,Compact,Complete,35236,0,1648,680,61160
19/04/2008,J12863127,2196,22/04/2011,,Unknown Status,Core,Corporate System,25/12/2000,COMPLETE,Compact,Complete,149088,0,1812,84,10192
27/06/2008,J12915387,6025,23/05/2008,,Unknown Status,Core,State,20/11/2000,COMPLETE,Compact,Complete,145952,0,1356,404,12548
29/02/2008,J12876162,6025,2/04/2009,3/04/2009,Expired Over 2 Years Ago,Core,Corporate System,16/10/2001,COMPLETE,Compact,Complete,205160,0,80,472,90720
22/10/2007,J12810985,6025,10/09/2008,,Unknown Status,Core,Public Company,3/05/2000,COMPLETE,Compact,Complete,145952,0,1848,208,28536
,J12937384,6025,7/07/2008,,Unknown Status,Core,State,7/08/2000,INCOMPLETE,Compact,Incomplete,,0,1100,536,55160
,J12782500,,23/12/2007,,Unknown Status,Yard,Public Company,28/02/1998,INCOMPLETE,3 Phase,Incomplete,,0,484,1196,32480
22/05/2005,J12555713,,27/03/2009,,Unknown Status,Core,Technical Doc,9/01/1993,COMPLETE,Single Phase,Complete,149700,0,340,40,72080
,J12649242,,6/10/2008,,Unknown Status,Core,State,15/10/1996,INCOMPLETE,Compact,Insurance Claim,,0,1424,120,10192
,J12694405,,25/10/2010,,Unknown Status,Core,Public Company,23/12/1998,INCOMPLETE,Compact,Transferred,,0,1104,572,53200
30/06/2008,J12965927,2021,15/06/2008,,Unknown Status,Core,State,16/02/1993,COMPLETE,Dual Phase,Complete,149700,800,332,464,15280
,J12668444,2021,11/01/2010,29/06/2010,Recently Expired,Yard,State-Public,7/05/1997,INCOMPLETE,Dual Phase,Incomplete,,0,512,436,18044
,J12640651,2021,26/08/2005,,Unknown Status,Yard,State,5/06/1996,INCOMPLETE,3 Phase,Incomplete,,0,832,32,29504
15/04/2008,J12863278,2021,28/05/2007,,Unknown Status,Bat,State,9/07/1993,COMPLETE,3 Phase,Complete,6492,0,304,244,23960
11/10/2007,J12755555,2021,28/06/2007,,Unknown Status,Bat,State,9/05/1993,COMPLETE,3 Phase,Complete,149700,0,796,208,73240
,J12756996,2021,21/07/2007,,Unknown Status,Bat,State,1/08/1993,INCOMPLETE,3 Phase,Incomplete,,0,492,16,64320
18/01/2008,J12811259,2021,18/11/2007,,Unknown Status,Bat,State,7/02/1993,COMPLETE,3 Phase,Complete,149700,0,36,64,13492
,J12681413,2021,13/06/2007,,Unknown Status,Bat,State,24/02/1993,INCOMPLETE,3 Phase,Incomplete,,0,432,336,13352
12/08/2008,J12983584,2021,25/09/2008,,Unknown Status,Bat,State,24/01/1993,COMPLETE,3 Phase,Complete,149700,80,232,12,15360
28/10/2007,J12780428,2021,19/09/2007,,Unknown Status,Yard,State,27/10/1999,COMPLETE,3 Phase,Complete,149700,0,1148,1256,15984
11/07/2006,J12617860,2021,9/01/2010,22/06/2010,Recently Expired,Core,State-Public,11/04/1993,COMPLETE,Compact,Complete,149700,0,108,128,11704
1/06/2008,J12941597,2021,25/05/2008,,Unknown Status,Core,State,23/10/1993,COMPLETE,Compact,Complete,149700,932,1300,208,10316
,J12639509,2021,18/01/2010,7/05/2010,Recently Expired,Core,State,20/02/1997,INCOMPLETE,Compact,Incomplete,,0,280,20,13120
25/01/2007,J12645704,2021,27/10/2005,,Unknown Status,Yard,State,7/10/1997,COMPLETE,5 Phase,Complete,149700,0,1384,1192,12900
28/10/2007,J12727943,2021,22/10/2007,,Unknown Status,Yard,Technical Doc,26/09/2001,COMPLETE,5 Phase,Complete,149700,0,476,716,28512
